stropheOrdinalNumeral,verseOrdinalNumeral,citationYear,authorPerson,work,manOfLettersCount,vulgarizerCount,artistCount,otherRoleCount,allRoles
13,219,1822,http://e-editiones.ch/project/data/delille#person-carpentier,http://e-editiones.ch/project/data/delille#work-carpentiergradus,1,0,0,0,1
13,219,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
13,219,1800,http://e-editiones.ch/project/data/delille#person-colnet,http://e-editiones.ch/project/data/delille#work-colnetcompterendujournaldopposition,1,0,0,0,1
13,219,1800,http://e-editiones.ch/project/data/delille#person-davidp,http://e-editiones.ch/project/data/delille#work-compterendumoniteuruniversel,1,0,0,0,1
13,219,1808,http://e-editiones.ch/project/data/delille#person-gnph,http://e-editiones.ch/project/data/delille#work-gnphsiecles,0,0,0,1,1
13,219,1926,http://e-editiones.ch/project/data/delille#person-jeanmeunier,http://e-editiones.ch/project/data/delille#work-meunierlauraguais,0,1,0,0,1
13,219,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
13,219,1828,http://e-editiones.ch/project/data/delille#person-mege,http://e-editiones.ch/project/data/delille#work-statistiquedepartements,0,1,0,0,1
13,219,1860,http://e-editiones.ch/project/data/delille#person-mouls,http://e-editiones.ch/project/data/delille#work-moulsdunes,1,0,0,0,1
13,219,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
13,219,1800,http://e-editiones.ch/project/data/delille#person-pagesvixouze,http://e-editiones.ch/project/data/delille#work-pagescoursencyclopedique,1,0,0,0,1
13,219,1815,http://e-editiones.ch/project/data/delille#person-palassou,http://e-editiones.ch/project/data/delille#work-palassoumemoires,0,1,0,0,1
13,219,1844,http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitlandes,0,1,0,0,1
13,219,1845,http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitconnaissance,0,1,0,0,1
13,219,1862,http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitetudes,0,1,0,0,1
13,219,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
13,219,1801,http://e-editiones.ch/project/data/delille#person-vidal,http://e-editiones.ch/project/data/delille#work-vidalexamenimpartial,1,0,0,0,1
13,220,1797,_:genid-29916f6dc9654d2cb60d6184af09222e-t_412,http://e-editiones.ch/project/data/delille#work-boettigerspectateurdunord,0,0,0,0,0
13,220,1797,_:genid-29916f6dc9654d2cb60d6184af09222e-t_413,http://e-editiones.ch/project/data/delille#work-litteraturerepublicainfrancais,0,0,0,0,0
13,220,1820,_:genid-29916f6dc9654d2cb60d6184af09222e-t_414,http://e-editiones.ch/project/data/delille#work-aanteekeningen,0,0,0,0,0
13,220,1798,http://e-editiones.ch/project/data/delille#person-delille,http://e-editiones.ch/project/data/delille#work-almanachfragment,0,0,0,0,0
13,220,1852,http://e-editiones.ch/project/data/delille#person-bescherelle2,http://e-editiones.ch/project/data/delille#work-bescherellecours,1,0,0,0,1
13,220,1865,http://e-editiones.ch/project/data/delille#person-bescherelle2,http://e-editiones.ch/project/data/delille#work-bescherelleart,1,0,0,0,1
13,220,1797,http://e-editiones.ch/project/data/delille#person-boettiger,http://e-editiones.ch/project/data/delille#work-boettigerdecade,1,0,0,0,1
13,220,1797,http://e-editiones.ch/project/data/delille#person-boettiger,http://e-editiones.ch/project/data/delille#work-boettigermagasinencyclopedique,1,0,0,0,1
13,220,1797,http://e-editiones.ch/project/data/delille#person-boettiger,http://e-editiones.ch/project/data/delille#work-boettigermercure,1,0,0,0,1
13,220,1797,http://e-editiones.ch/project/data/delille#person-boettiger,http://e-editiones.ch/project/data/delille#work-boettigerneuerteutschermerkur,1,0,0,0,1
13,220,1797,http://e-editiones.ch/project/data/delille#person-boettiger,http://e-editiones.ch/project/data/delille#work-boettigerparispendant,1,0,0,0,1
13,220,1816,http://e-editiones.ch/project/data/delille#person-bridel,http://e-editiones.ch/project/data/delille#work-brideljugements,1,0,0,0,1
13,220,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
13,220,1800,http://e-editiones.ch/project/data/delille#person-colnet,http://e-editiones.ch/project/data/delille#work-colnetcompterendujournaldopposition,1,0,0,0,1
13,220,1822,http://e-editiones.ch/project/data/delille#person-daux,http://e-editiones.ch/project/data/delille#work-dauxpetitshommes,1,0,0,0,1
13,220,1800,http://e-editiones.ch/project/data/delille#person-davidp,http://e-editiones.ch/project/data/delille#work-compterendumoniteuruniversel,1,0,0,0,1
13,220,1815,http://e-editiones.ch/project/data/delille#person-dupetitthouars,http://e-editiones.ch/project/data/delille#work-dupetitthouarshistoire,0,1,0,0,1
13,220,1808,http://e-editiones.ch/project/data/delille#person-gnph,http://e-editiones.ch/project/data/delille#work-gnphsiecles,0,0,0,1,1
13,220,1926,http://e-editiones.ch/project/data/delille#person-jeanmeunier,http://e-editiones.ch/project/data/delille#work-meunierlauraguais,0,1,0,0,1
13,220,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
13,220,1828,http://e-editiones.ch/project/data/delille#person-mege,http://e-editiones.ch/project/data/delille#work-statistiquedepartements,0,1,0,0,1
13,220,1860,http://e-editiones.ch/project/data/delille#person-mouls,http://e-editiones.ch/project/data/delille#work-moulsdunes,1,0,0,0,1
13,220,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
13,220,1800,http://e-editiones.ch/project/data/delille#person-pagesvixouze,http://e-editiones.ch/project/data/delille#work-pagescoursencyclopedique,1,0,0,0,1
13,220,1815,http://e-editiones.ch/project/data/delille#person-palassou,http://e-editiones.ch/project/data/delille#work-palassoumemoires,0,1,0,0,1
13,220,1844,http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitlandes,0,1,0,0,1
13,220,1845,http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitconnaissance,0,1,0,0,1
13,220,1862,http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitetudes,0,1,0,0,1
13,220,1822,http://e-editiones.ch/project/data/delille#person-richer,http://e-editiones.ch/project/data/delille#work-richerclisson,1,0,0,0,1
13,220,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
13,220,1801,http://e-editiones.ch/project/data/delille#person-vidal,http://e-editiones.ch/project/data/delille#work-vidalexamenimpartial,1,0,0,0,1
14,221,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
14,221,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
14,221,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,221,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,221,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
14,222,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
14,222,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,222,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,222,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
14,223,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
14,223,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
14,223,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,223,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,223,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
14,224,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
14,224,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,224,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
14,224,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,225,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,225,1823,_:genid-29916f6dc9654d2cb60d6184af09222e-t_416,http://e-editiones.ch/project/data/delille#work-crdoeringwegweiser,0,0,0,0,0
15,225,1802,http://e-editiones.ch/project/data/delille#person-anot,http://e-editiones.ch/project/data/delille#work-anotmalfillatredeuxvoyageurs,1,0,0,0,1
15,225,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,225,1873,http://e-editiones.ch/project/data/delille#person-bue,http://e-editiones.ch/project/data/delille#work-bueexercices,1,0,0,0,1
15,225,1840,http://e-editiones.ch/project/data/delille#person-champagnac,http://e-editiones.ch/project/data/delille#work-champagnacdevoir,1,0,0,0,1
15,225,1897,http://e-editiones.ch/project/data/delille#person-chasteigner,http://e-editiones.ch/project/data/delille#work-chasteignergazettebiarritz,1,0,0,0,1
15,225,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,225,1899,http://e-editiones.ch/project/data/delille#person-harrau,http://e-editiones.ch/project/data/delille#work-harraumalo,0,1,0,0,1
15,225,1880,http://e-editiones.ch/project/data/delille#person-lebrun,http://e-editiones.ch/project/data/delille#work-lebrunsymphonie,1,0,0,0,1
15,225,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,225,1802,http://e-editiones.ch/project/data/delille#person-malfillatre,http://e-editiones.ch/project/data/delille#work-anotmalfillatredeuxvoyageurs,0,0,0,1,1
15,225,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,225,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,225,1847,http://e-editiones.ch/project/data/delille#person-parmenides,http://e-editiones.ch/project/data/delille#work-parmenidesolaskaris,1,0,0,0,1
15,225,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,225,1890,http://e-editiones.ch/project/data/delille#person-quincampoix,http://e-editiones.ch/project/data/delille#work-quincampoixmer,1,0,0,0,1
15,225,1890,http://e-editiones.ch/project/data/delille#person-rainguet,http://e-editiones.ch/project/data/delille#work-rainguetoeuvres,1,0,0,0,1
15,225,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,225,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,225,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,226,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,226,1802,http://e-editiones.ch/project/data/delille#person-anot,http://e-editiones.ch/project/data/delille#work-anotmalfillatredeuxvoyageurs,1,0,0,0,1
15,226,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,226,1873,http://e-editiones.ch/project/data/delille#person-bue,http://e-editiones.ch/project/data/delille#work-bueexercices,1,0,0,0,1
15,226,1840,http://e-editiones.ch/project/data/delille#person-champagnac,http://e-editiones.ch/project/data/delille#work-champagnacdevoir,1,0,0,0,1
15,226,1897,http://e-editiones.ch/project/data/delille#person-chasteigner,http://e-editiones.ch/project/data/delille#work-chasteignergazettebiarritz,1,0,0,0,1
15,226,1899,http://e-editiones.ch/project/data/delille#person-harrau,http://e-editiones.ch/project/data/delille#work-harraumalo,0,1,0,0,1
15,226,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,226,1802,http://e-editiones.ch/project/data/delille#person-malfillatre,http://e-editiones.ch/project/data/delille#work-anotmalfillatredeuxvoyageurs,0,0,0,1,1
15,226,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,226,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,226,1847,http://e-editiones.ch/project/data/delille#person-parmenides,http://e-editiones.ch/project/data/delille#work-parmenidesolaskaris,1,0,0,0,1
15,226,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,226,1890,http://e-editiones.ch/project/data/delille#person-quincampoix,http://e-editiones.ch/project/data/delille#work-quincampoixmer,1,0,0,0,1
15,226,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,226,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,226,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,227,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,227,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,227,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,227,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,227,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,227,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,227,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,227,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,227,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,228,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,228,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,228,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,228,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,228,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,228,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,228,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,228,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,228,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,229,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,229,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,229,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,229,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,229,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,229,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,229,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,229,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,229,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,229,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,230,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,230,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,230,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,230,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,230,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,230,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,230,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,230,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,230,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,230,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,231,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,231,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,231,1800,http://e-editiones.ch/project/data/delille#person-colnet,http://e-editiones.ch/project/data/delille#work-colnetcompterendujournaldopposition,1,0,0,0,1
15,231,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,231,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,231,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,231,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,231,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,231,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,231,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,232,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,232,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,232,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,232,1800,http://e-editiones.ch/project/data/delille#person-colnet,http://e-editiones.ch/project/data/delille#work-colnetcompterendujournaldopposition,1,0,0,0,1
15,232,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,232,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,232,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,232,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,232,1841,http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1,0,0,0,1
15,232,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,232,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,233,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,233,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,233,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,233,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,233,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,233,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,233,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,233,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,233,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,233,1801,http://e-editiones.ch/project/data/delille#person-vidal,http://e-editiones.ch/project/data/delille#work-vidalexamenimpartial,1,0,0,0,1
15,234,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,234,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,234,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,234,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,234,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,234,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,234,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,234,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,234,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,235,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,235,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
15,235,1800,http://e-editiones.ch/project/data/delille#person-chaussard,http://e-editiones.ch/project/data/delille#work-examenchaussard,1,0,0,0,1
15,235,1803,http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,235,1819,http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,0,0,0,1,1
15,235,1803,http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1,0,0,0,1
15,235,1828,http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1,0,0,0,1
15,235,1853,http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1,0,0,0,1
15,235,1826,http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1,0,0,0,1
15,236,1812,_:genid-29916f6dc9654d2cb60d6184af09222e-t_415,http://e-editiones.ch/project/data/delille#work-litteraturedesdames,0,0,0,0,0
15,236,1807,http://e-editiones.ch/project/data/delille#person-brunel,http://e-editiones.ch/project/data/delille#work-brunelcours,1,0,0,0,1
